ID,avg_xG,avg_xA,avg_xGC,avg_I,avg_C,avg_T,avg_ICT,fixture_difficulty,was_home,form,total_points,class
3994,0.014238177,0.085003316,1.7726675,10.25,5.05,2,1.75,9,1,1.75,2,no
3997,0.117962852,0.243564002,0.7909135,6.15,20.95,24.75,5.2,8,0,2,2,no
4002,0.110591522,0.210968492,1.63695375,25,36.95,21.5,8.35,8,0,3.75,2,no
4012,0,0.031840624,1.4223225,11.5,6.875,0,1.85,7,1,1.75,2,no
4023,0.069175434,0.120723838,1.71521125,10.55,22.55,20.5,5.325,10,0,2.25,2,no
4027,0.088524139,0.054835944,1.40160475,30.9,17.975,9.75,5.875,10,0,4.75,2,no
4032,0.135541799,0.404234275,1.15887875,37.05,25.225,25.75,8.8,3,0,7,2,no
4034,0,0,2.985915,7,2.35,0,0.95,5,1,1,2,no
4036,0.336906433,0.168001041,1.63695375,25.65,17.325,24.25,6.725,8,0,5.75,2,no
4037,0.012166425,0.023919633,2.22093375,10.25,8.475,3,2.175,8,0,1.5,2,no
4042,0.044998209,0.011993889,1.0575485,12.5,12.55,9.5,3.475,9,1,2.25,2,no
4051,0.018078953,0.01343809,1.45028325,7.05,7.375,6,2,6,1,1.75,2,no
4054,0.031146596,0.030159193,1.636912,8.35,10.125,6.5,2.475,6,1,1.5,2,no
4055,0.014238177,0.085003316,1.9103575,7.15,4.65,2,1.4,10,0,1.75,2,no
4056,0,0,1.958682,11.45,0.85,0,1.225,8,1,2,2,no
4057,0.125563427,0.226756092,0.89091025,7.1,19.7,27,5.4,3,1,2.25,2,no
4058,0.132191723,0.044595094,0.653867,18.8,9.075,29.75,5.775,9,0,4.25,2,no
4063,0.009536094,0.046193925,1.70426075,8.05,16.775,4.25,2.925,2,0,2.25,2,no
4065,0.201694556,0.201804925,1.9953375,15.05,19.6,18.5,5.3,4,0,2,2,no
4069,0.025753143,0.176762975,1.3084545,15.15,27.55,10,5.25,6,1,2.75,2,no
4070,0,0.005573704,0.653867,9.6,5.8,0,1.575,9,0,1.75,2,no
4072,0,0.031840624,1.18418,13.9,8.375,0,2.25,5,1,2,2,no
4073,0.017339214,0.168187,1.9953375,17.45,19,3.5,3.975,4,0,2.25,2,no
4077,0.016109468,0.029680671,1.12182575,7.45,16.25,6,2.95,6,1,2,2,no
4078,0.043623972,0.035170094,2.36797,8.866666667,7.766666667,10.66666667,2.733333333,4,0,1.666666667,2,no
4080,0.70310948,0.241631933,0.653867,26,29.8,59.75,11.575,9,0,5,2,no
4083,0.047543481,0.016826979,1.3375025,11.25,11.55,10.75,3.35,6,0,1.5,2,no
4084,0.612279066,0.117999257,1.4298225,21.3,21.9,36,7.95,6,0,3.25,2,no
4086,0.442049624,0.101112309,1.18418,24.65,20.525,30,7.525,5,1,4.75,2,no
4093,0.00899216,0.004663193,1.08767275,5.85,5.625,1.25,1.275,6,0,1.75,2,no
4100,0.030308828,0.005386739,1.9103575,4.1,5.3,4.5,1.35,10,0,1.5,2,no
4101,0.047994455,0.005258203,1.3760035,11.25,13.125,10.75,3.525,3,0,2,2,no
4105,0.210741922,0.360626828,1.6459675,16.5,12.9,13.25,4.25,1,0,4,2,no
4106,0.057621057,0.013307608,2.18357,1.05,3.225,5.5,0.925,6,1,1,2,no
4107,0.261007085,0.139196873,1.45052975,17.8,10.2,14.75,4.25,2,0,5.5,2,no
4109,0.05628022,0.061593044,1.84104325,21.1,20.125,10.25,5.175,1,1,3.25,2,no
4111,0.394077787,0.397789691,0.3336829,27.55,47.75,38.25,11.35,10,0,5.5,2,no
4114,0,0.004125177,2.09028225,15.6,4.05,0,1.95,2,0,2.25,2,no
4117,0.072250923,0.025219144,0.964058,13.8,5.925,12,3.2,10,1,4,2,no
4118,0.036319805,0.083635799,1.410035,21.85,26.375,6,5.45,1,0,3,2,no
4122,0.009536094,0.006866747,1.84104325,7.45,9,4.75,2.15,1,1,2.25,2,no
4124,0.353106814,0.275499713,1.1712875,33.55,33.275,26.75,9.375,7,1,5.75,2,no
4131,0,0.031840624,1.410035,15.05,8.6,0,2.375,1,0,2.25,2,no
4134,0.01084724,0.132462814,1.42692225,18.45,13.85,3,3.55,2,0,3.5,2,no
4141,0,0,1.1712875,12.4,4.425,0,1.675,7,1,2.5,2,no
4142,0.059931629,0.120723838,1.65493375,12.2,23.95,20.75,5.675,9,1,2.25,2,no
4153,0.150002275,0.188885327,0.9128165,14.6,16.375,22.75,5.35,6,0,2.75,2,no
4155,0.044268845,0,1.1712875,17.3,2.725,8,2.8,7,1,1.5,2,no
4158,0.058465258,0.131402985,1.31028225,10.4,28.375,15.75,5.475,10,1,2,2,no
4160,0,0,0.790788875,1.65,2.575,3,0.725,1,0,1,2,no
4162,0.016429886,0.159730922,1.54544,8.95,7.2,10,2.6,6,1,2.75,2,no
4165,0.054266542,0.053975382,1.7827375,11.1,19.225,10.75,4.125,7,0,2,2,no
4167,0.053738718,0.030763806,1.39628075,12.25,9.6,15,3.7,2,1,2.75,2,no
4169,0.020363342,0.012859081,1.6557665,8.95,6.1,8,2.325,7,0,1.25,2,no
4170,0,0.004125177,1.26064475,17.1,4.65,0.5,2.2,9,1,2.75,2,no
4179,0.370039599,0.269444268,1.323044,31.95,30.525,29,9.15,8,0,5.75,2,no
4180,0.223080775,0.207506194,1.7827375,13.7,22.7,21,5.725,7,0,2,2,no
4184,0.082085359,0.189147885,1.37151825,41.45,29.325,23.25,9.425,10,0,8.5,2,no
4185,0.026992793,0.218063974,1.45893075,23.55,36.85,11.5,7.2,2,1,3.25,2,no
4190,0,0.014299538,1.444195,16.1,5.9,0.5,2.25,6,1,2.5,2,no
4194,0.046762244,0.033932805,2.4121975,16.95,12.55,7.75,3.725,4,0,1.75,2,no
4196,0.179241546,0.03339129,1.2682525,10.65,10.875,26,4.8,8,1,3,2,no
4198,0.081742594,0.132193806,1.39628075,11.05,22.975,16.5,5.025,2,1,2,2,no
4202,0,0,1.323044,11.25,5.1,0,1.625,8,0,2.5,2,no
4205,0.41215402,0.078534313,1.3463675,10.6,16.4,37.5,6.475,9,0,1.75,2,no
4216,0.035170743,0.06539043,1.323044,20.9,5.975,7.25,3.4,8,0,1.5,2,no
4217,0.153768162,0.122063903,1.704165,29.2,21.05,35.5,8.6,7,0,5,2,no
4223,0.036208734,0,0.85199925,4.85,1.4,6.75,1.3,2,0,0.75,2,no
4226,0.025658601,0.08097123,1.48375275,10.1,10.6,16.25,3.675,5,0,2.25,2,no
4227,0.057639214,0.030643026,1.9782325,9.85,19.05,14.5,4.35,8,1,2,2,no
4229,0.154107687,0.057752432,1.33907775,12.65,22,25.75,6.075,3,0,2.75,2,no
4234,0.01351375,0.009259094,1.22315225,16.8,7.2,1.5,2.525,6,0,3,2,no
4237,0.303280748,0.014278989,1.3775055,27.6,8.175,34.25,7,10,1,6.25,2,no
4243,0,0,2.01368575,11.85,5.275,6.5,2.375,9,1,2,2,no
4244,0.304338281,0.307716276,1.7453315,28.3,31.125,18.25,7.775,6,1,5,2,no
4245,0.106073974,0.202598405,1.9782325,12.05,22.825,16,5.075,8,1,2,2,no
4251,0.033224219,0.04240204,1.722345,7.6,9.95,6.5,2.425,7,1,2,2,no
4256,0.034358792,0.040163299,1.56262,16.25,9.125,10.75,3.575,7,1,2.25,2,no
4257,0.028451703,0.003687938,1.7453315,9.55,4.325,6.25,2,6,1,2,2,no
4262,0.148631521,0.396676671,1.34834775,34,33.55,13.5,8.125,5,0,6.75,2,no
4264,0.013356042,0.172598973,0.6724285,11.55,16.175,6,3.35,10,1,3.25,2,no
4271,0.007483182,0.114706546,1.22315225,5.55,19.125,3,2.75,6,0,0.5,2,no
4276,0.237647144,0.192524591,1.01833025,18.4,21.3,28,6.775,8,0,3.25,2,no
4286,0.07901758,0.013307608,2.1638125,0.95,3.475,8.25,1.225,7,0,1.25,2,no
4291,0.197765922,0.198451674,0.369224,18.25,23.525,22.5,6.425,3,1,3.5,2,no
4292,0.141684458,0.006937917,1.40550175,10.85,4.425,4.25,1.975,9,0,2.5,2,no
4293,0.003628995,0,1.9103575,13.65,1.525,0.75,1.6,7,0,1.25,2,no
4297,0.12119963,0.008689919,1.033162,8.45,9.1,5,2.275,8,0,2.75,2,no
4299,0.055789117,0.065873075,1.81273275,26.75,18.65,6,5.175,10,1,3.25,2,no
4311,0.004051639,0,1.81273275,13.35,3.65,0.75,1.775,10,1,3,2,no
4315,0.051581669,0.033932805,2.03431575,14.25,11.25,9.75,3.525,10,0,1.5,2,no
4318,0.057967844,0.040204524,1.77467675,8.8,13.5,14,3.55,9,0,1.75,2,no
4319,0.148631521,0.418311064,1.75007025,33.6,31.875,12.5,7.825,10,1,6.75,2,no
4320,0.421871897,0.290215267,1.033162,31.2,21.475,50.75,10.35,8,0,7,2,no
4323,0.043496812,0.214889815,2.03431575,12.25,24.45,15,5.175,10,0,2.25,2,no
4324,0,0.010896026,1.59081,12.1,9.175,3,2.425,4,0,0.75,2,no
4325,0.556973876,0.044416331,1.59081,26.85,12.325,50,8.925,4,0,3.5,2,no
4327,0.52607125,0.143870287,1.81273275,49.75,7.8,44,10.15,10,1,9.25,2,no
4328,0.047530031,0.119013835,2.03431575,26.3,13.1,22.25,6.2,10,0,4,2,no
4331,0.048368567,0.102663908,1.24065225,10.75,22.25,9.25,4.2,3,1,1,2,no
4332,0.402806384,0.226948164,1.1530195,41,17.625,28.75,8.725,5,1,9.25,2,no
4333,0.011067174,0.651872123,0.60635925,21.6,36.2,3.75,6.175,8,1,5.25,2,no
4334,0.236660349,0.023779667,0.9511935,23.1,13.25,28.25,6.475,8,0,5.5,2,no
4337,0.172993422,0.166546113,1.41417675,16.45,15.05,30.25,6.175,2,1,3.25,2,no
4338,0.014115058,0.042449496,2.191555,8.9,17.825,4,3.1,1,0,1.5,2,no
4340,0.157755008,0.125735328,1.40550175,18.95,23.975,33.5,7.65,9,0,5,2,no
4341,0.20337379,0.271850983,1.1530195,21.6,39.45,33.75,9.5,5,1,4.75,2,no
4344,0.085267725,0.206754515,0.91683325,19.1,43.45,23.25,8.6,6,1,2,2,no
4345,0.187788904,0.0650986,1.77685625,11.25,13.375,10,3.45,3,0,1.75,2,no
4348,0.159301995,0.060035815,1.65799425,17.65,20.85,18,5.65,9,1,3,2,no
4349,0.198407924,0.121956352,2.2632725,21.25,31.875,22,7.525,2,0,3,2,no
4350,0.198038852,0.080906719,1.704867,20.3,23.275,23.75,6.75,4,1,4.25,2,no
4353,0.141684458,0.006937917,1.65799425,10.05,4.075,4.25,1.85,9,1,2.25,2,no
4356,0.018448413,0.115007964,1.244846,16.9,7.1,5,2.875,1,0,1.75,2,no
4368,0.021386219,0.042459064,1.65799425,9.45,11.775,3.5,2.45,9,1,2.75,2,no
4377,0.613150971,0.040418933,1.65799425,33.3,13.875,20.75,6.8,9,1,4.25,2,no
4378,0.432402998,0.069333868,1.7790025,25.85,11.325,27.75,6.5,10,0,4.25,2,no
4380,0.084657009,0.033932805,2.23226075,13.7,11.3,15.25,4.025,5,1,1.5,2,no
4382,0.173915692,0.122222183,1.704867,12.45,18.3,33.25,6.4,4,1,2.25,2,no
4383,0.113145316,0.021036992,1.96003925,4.5,11.2,23,3.8,9,1,1.5,2,no
4389,0.021708114,0.122474229,2.23226075,11.05,16.125,11,3.825,5,1,2.25,2,no
4390,0,0.010896026,1.7790025,13.25,8.65,2.5,2.45,10,0,1.5,2,no
4393,0.613142923,0.597868938,0.73033,50.95,37.525,58.25,14.7,8,1,11,2,no
4402,0.009277731,0.047646293,2.0505975,6.9,16.575,2,2.575,10,0,1.5,2,no
4407,0.167909995,0.040138425,1.63427125,11.6,10.95,8.75,3.1,10,1,1.75,2,no
4411,0.027875959,0.079137966,1.45627525,15.05,13.45,14.75,4.3,4,0,2.5,2,no
4414,0.195116069,0.225901125,1.582507,18.4,29.85,20,6.825,3,0,3.5,2,no
4417,0.014238177,0,2.1638125,7.75,2.1,1,1.075,6,1,2.25,2,no
4425,0.059129894,0.061708951,1.45627525,27.8,16.7,8.5,5.325,4,0,3,2,no
4438,0.020414723,0,1.45627525,15.8,3.625,2.5,2.2,4,0,3,2,no
4439,0.597543599,0.036531953,1.55358925,35.3,18.55,17.75,7.175,8,0,4.25,2,no
4441,0.077318945,0.210879944,1.44177875,13,26.525,23.75,6.325,2,0,1.5,2,no
4442,0.072022906,0.039825277,2.05646075,18.65,13.1,12.25,4.4,1,0,1.75,2,no
4449,0.03421964,0.234132286,1.0766485,20.25,23.25,11.5,5.475,9,1,4,2,no
4450,0.011821029,0,1.33913625,6.65,4.35,4.5,1.575,2,0,2.5,2,no
4451,0.021708114,0.148612432,2.05646075,12.35,17.575,10.5,4.05,1,0,2.25,2,no
4460,0.050659422,0.635159815,1.3330215,21.7,31.05,13.75,6.675,8,1,5.5,2,no
4465,0,0.058607439,1.7898575,7,15.6,0,2.275,3,1,1.5,2,no
4467,0.058044484,0.107396126,1.65799425,14.4,25.4,21.5,6.125,8,0,3.75,2,no
4468,0.154346767,0.322317716,0.5092355,24.4,48.425,27,9.975,9,0,4.5,2,no
4470,0.090786856,0.089783899,1.18883375,18.3,33.225,16.75,6.825,2,1,2,2,no
4471,0.014174104,0.030244553,1.60490375,11.75,8.5,5.5,2.55,6,0,2,2,no
4473,0.089794154,0.038417524,1.059431,6.8,11.45,9,2.725,2,0,1.25,2,no
4477,0.097648476,0.294839887,1.787275,19.45,20.325,12.25,5.2,6,1,3.5,2,no
4482,0,0.0148101,1.8963125,10.95,7.3,0.5,1.875,1,0,2.25,2,no
4488,0.629303049,0.165932003,1.3080915,31.65,26.6,24.75,8.3,10,0,6.75,2,no
4492,0,0.003639597,2.5091425,14.55,7.575,6,2.8,5,0,2,2,no
4496,0.018874487,0,2.5091425,3.2,1.675,5,0.975,5,0,1,2,no
4498,0.12268878,0.08099683,2.8921175,16.6,16.4,7.5,4.025,5,0,3.25,2,no
4508,0.093465473,0.005093317,1.40721675,3.35,4.725,14.5,2.2,3,1,2,2,no
4511,0.03421964,0.303184327,1.032742,19.5,14.75,9,4.3,8,0,3.75,2,no
4514,0.012690911,0.168197116,1.51658825,13.2,23,9.25,4.55,8,1,2.25,2,no
4515,0.022132054,0.022219186,1.67051,15.8,10.575,10.75,3.725,3,0,2,2,no
4523,0.056710075,0.396442005,1.494099,20.65,26.275,16,6.3,10,0,4.5,2,no
4525,0.002134837,0.004663193,1.217637,6.65,4.575,2.75,1.4,3,0,1.5,2,no
4529,0,0.08987497,1.62892,8.65,18.625,0.5,2.775,9,0,1.75,2,no
4531,0.080981397,0.182312381,1.50074925,8.05,25.775,27,6.05,3,1,2.75,2,no
4532,0.25097201,0.131170177,0.8777525,23.05,25.35,12.75,6.125,7,1,4.5,2,no
4533,0,0.008422523,2.2198775,6.95,2.9,0,1,1,0,1,2,no
4537,0.101760855,0.047605906,1.3300535,8.85,10.875,24.5,4.4,8,0,2.25,2,no
4538,0.199276691,0.069725081,1.27153675,30.55,29.95,26.25,8.7,2,0,6.5,2,no
4540,0.01682565,0.108225882,2.771215,11.8,8.325,4,2.45,10,1,2.25,2,no
4543,0.211085027,0.443255126,0.98574875,31.95,39.625,32.5,10.425,5,0,5.75,2,no
4546,0,0.0148101,1.50669575,12.6,8.425,0.5,2.15,5,1,2.25,2,no
4547,0.004934662,0.128252054,1.7424285,14.65,7.075,3.5,2.525,2,1,1.25,2,no
4550,0,0.011907318,0.8643114,11.25,8.025,0,1.925,5,0,3.5,2,no
4552,0,0.002867774,1.5752275,1.8,3.975,0,0.575,3,1,0.75,2,no
4558,0.084716059,0.103450816,1.27153675,21.6,15.625,15.5,5.275,2,0,5,2,no
4560,0.023940959,0.073767177,1.9573575,10.95,29.6,7,4.725,9,0,1.25,2,no
4563,0.131838229,0.029903737,2.2801375,17.1,14.375,13.25,4.45,10,1,3.25,2,no
4564,0.004285446,0.017010829,0.7394585,9.7,10.025,1.25,2.1,3,0,1.25,2,no
4567,0.32313595,0.185281905,1.4081285,20.55,21.925,21.5,6.4,8,1,3.75,2,no
4568,0.031303872,0.145659341,0.83805,15.7,19.125,10.5,4.55,1,0,2.75,2,no
4569,0.033430462,0.126964673,1.24065225,11.6,16.85,9.5,3.75,2,1,1.5,2,no
4570,0,0,1.26428125,7.2,2.8,0,1,8,0,1,2,no
4571,0.122876387,0.053365927,1.27153675,9.25,20.275,22,5.175,2,0,2.25,2,no
4575,0.021964478,0,1.16315775,4.05,0.4,1.5,0.55,3,0,1.5,2,no
4576,0.011821029,0,0.83805,8.5,4.775,4.5,1.8,1,0,2.75,2,no
4577,0.041521277,0.099678693,1.53268825,14.85,27.425,16,5.825,9,0,2,2,no
4581,0.776580714,0.229390517,1.3300535,42.3,17.25,44.5,10.375,8,0,8.5,2,no
4582,0.066540251,0.018196897,1.53268825,14,12.95,16.25,4.35,9,0,1.25,2,no
4584,0.029468231,0.058751971,2.2801375,10.15,18.4,7.5,3.6,10,1,1.5,2,no
4587,0.181789465,0.018551385,1.53268825,32,12.45,20,6.425,9,0,6,2,no
4589,0.138707659,0.166413326,0.83805,19.2,13.275,16,4.85,1,0,2.25,2,no
4593,0.109758832,0.119578561,1.1373015,16.95,44.225,14,7.525,8,0,2,2,no
4599,0.174049836,0.097343253,1.11270925,23.4,40.45,21.5,8.55,6,0,5.25,2,no
4600,0.048375305,0.044911067,1.7985325,9.1,11.075,4,2.4,3,0,2.5,2,no
4603,0.208349442,0.455797133,1.29313975,30.35,38.925,29.75,9.925,9,0,5.5,2,no
4604,0.035197095,0.017622069,1.11270925,11.95,9.775,11.25,3.2,6,0,3,2,no
4606,0.00497814,0.026039347,1.16317825,16.8,11.35,1.5,2.975,3,0,2.25,2,no
4612,0.032961292,0.067554039,1.3300535,28.85,24.225,6.25,5.925,1,1,3.75,2,no
4618,0.266423345,0.260487294,1.11493425,26.8,37.025,22.25,8.55,9,1,4.75,2,no
4624,0.163845614,0.132267685,1.3591935,13.55,11.6,14,3.925,1,1,2.25,2,no
4629,0.332226092,0.039005071,1.11270925,27.25,18.875,21,6.725,6,0,4,2,no
4632,0.06314637,0.035347973,1.53268825,19.35,12.225,12.25,4.4,2,0,2.75,2,no
4633,0.026452689,0.02345445,1.5078375,7.45,12.75,7.25,2.7,5,1,0.75,2,no
4635,0.006877457,0,1.365356,10.6,4.175,2,1.675,1,1,1.25,2,no
4641,0.052298664,0.099678693,1.27611325,14.65,28.05,21.5,6.425,2,0,2,2,no
4642,0.022132054,0.035814259,1.3591935,19.35,10.15,9.25,3.875,1,1,2,2,no
4646,0.096917149,0.014170326,1.27611325,13.75,10.575,21.75,4.625,2,0,1.25,2,no
4647,0.676070474,0.558752399,1.08251575,53.8,30.575,63.75,14.825,9,0,12,2,no
4648,0.267320484,0.205761435,1.04685075,23.2,21.65,22.25,6.75,9,0,5,2,no
4653,0.141639615,0.42516464,2.3504,23.05,25.975,17.5,6.675,10,1,4.5,2,no
4656,0.181789465,0.020656862,1.27611325,32.6,15.425,21,6.875,2,0,6.25,2,no
4657,0.268890764,0.159168318,1.448544,3.2,4.575,23,3.075,5,1,3.5,2,no
4659,0.078109446,0.014136244,0.976467,19.3,6.95,12,3.825,9,1,2,2,no
4663,0.050556322,0.052976619,1.65675075,14.25,12.975,10.75,3.825,3,0,1,2,no
4665,0.243969285,0.005227241,2.0532175,16.5,4.975,14.5,3.5,6,1,3.75,2,no
4667,0.083113611,0.025975712,0.84715875,4.75,10.575,22,3.725,3,0,1.5,2,no
4669,0.059538556,0.053556904,1.6033975,10.6,14.25,7.25,3.2,9,1,2.75,2,no
4670,0.017294715,0.113700927,2.31601925,14.4,14.075,5.75,3.45,9,0,2.75,2,no
4671,0.171115344,0.39258939,2.037035,16,31.05,15.25,6.25,1,0,1.75,2,no
4673,0.142986036,0.403616103,0.971057,28.5,34.1,21.5,8.425,7,1,5.5,2,no
4676,0,0,2.11627,3.1,0.325,0,0.325,9,1,0.5,2,no
4677,0.011137152,0.026039347,1.25717575,17.65,10.825,1.75,3.025,9,1,2,2,no
4679,0.099003672,0.003400771,1.11386075,8.45,8.85,14.5,3.175,5,0,1.5,2,no
4683,0.017373804,0.012409609,0.68849125,11.9,9.6,1,2.25,8,1,3,2,no
4685,0.025523251,0.213536439,0.81185625,25.85,29.7,8.5,6.4,3,0,2.5,2,no
4686,0.530693058,0.095649392,1.6870645,21.3,18.825,34.25,7.425,10,0,4,2,no
4688,0.180381054,0.091144091,0.9357105,16.85,25.475,18.5,6.1,7,1,3.75,2,no
4690,0.172976324,0.153761774,1.80935675,22.9,4.3,14.25,4.175,9,0,4.5,2,no
4692,0.2522732,0.135226051,1.10834425,27.4,22.075,25.75,7.525,6,1,6.25,2,no
4699,0.320043832,0.120430344,0.84715875,31.2,18.025,23.5,7.3,3,0,6.25,2,no
4701,0.190150714,0.228007518,1.160411,33.2,30.75,32,9.575,10,0,6,2,no
4702,0.018821007,0.093838749,1.11386075,14.3,15.775,3,3.3,5,0,2.25,2,no
4703,0.013072597,0.02345445,1.48507575,9.15,12.775,2,2.35,1,0,0.75,2,no
4704,0.024078008,0.070011705,1.14245525,10.6,18.325,2.75,3.15,2,0,2.5,2,no
4705,0.006877457,0.126888797,0.84715875,9.5,16.9,2.5,2.875,3,0,1.5,2,no
4709,0.527263906,0.451881616,0.8101885,45.3,29.425,47,12.2,8,1,9,2,no
4712,0.253908148,0,0.78466825,9.8,2.025,28.5,4,8,1,1.75,2,no
4713,0,0,1.11386075,7.85,3.15,0,1.125,5,0,2,2,no
4716,0.00653045,0.018112186,1.160411,16.7,5.4,2.75,2.5,10,0,2,2,no
4718,0,0.004980162,2.155165,8.5,4.15,0,1.275,8,1,0.5,2,no
4719,0.924666375,0.295388162,0.84715875,37.8,17.075,44.25,9.9,3,0,7.75,2,no
4720,0.098474048,0.012011561,1.39676075,14.2,12.3,23.75,5.05,8,1,1.5,2,no
4722,0.270490147,0.177140251,0.9357105,20.2,16.8,26.25,6.35,7,1,4.25,2,no
4731,0.031736001,0.147514255,2.0532175,8.8,21.55,5.5,3.575,6,1,1.5,2,no
4733,0.063837158,0.005781747,1.11386075,15.95,5.175,4,2.5,5,0,1.75,2,no
4738,0.098428799,0.033278597,1.0792485,6.25,8.2,13.25,2.775,10,1,1.25,2,no
4744,0.162502798,0.273188185,1.725663,14.1,30.1,15.75,6.025,1,1,1.75,2,no
4748,0.011137152,0.011229247,1.37864825,16.75,6.075,1.25,2.4,4,0,2,2,no
4754,0.016968711,0.187560859,0.81586875,22.75,27.075,6.25,5.6,3,1,2.5,2,no
4757,0,0.002867774,1.464774,7.8,4.7,0,1.25,7,0,1.75,2,no
4764,0,0.018255197,1.56117675,3.8,4.3,1,0.9,8,0,1.25,2,no
4773,0.019905452,0.022961653,1.1582635,8.15,12.85,2.5,2.35,6,1,2.25,2,no
4779,0.001727824,0.106926657,1.336872,5.95,8.425,2.5,1.65,7,0,2.25,2,no
4780,0,0,0.997527,8.65,2.8,0,1.175,9,0,2,2,no
4782,0,0.022828788,1.5482685,20.3,7.675,1,2.9,2,0,1.75,2,no
4784,0,0.014176126,2.17484,11.1,6.625,0,1.775,1,0,1,2,no
4788,0.61441908,0.333644994,0.9235855,38.3,19.725,48.5,10.65,5,1,8.25,2,no
4790,0.057890377,0.266290529,1.26964325,41.35,52.3,16,10.975,5,1,7.75,2,no
4793,0.05597706,0.028261017,1.51429325,19.15,21.225,16.75,5.7,1,0,2.75,2,no
4795,0.011946117,0.00608918,1.09251525,7.5,5.7,5.75,1.9,9,1,1.75,2,no
4796,0.088837868,0.005781747,0.997527,16.85,5.175,5.75,2.775,9,0,2.25,2,no
4798,0.12188259,0.204222844,1.13645625,16.85,30.9,19,6.675,6,1,3.25,2,no
4799,0.053022776,0.044554096,1.37864825,13.6,12.325,12,3.8,4,0,1.5,2,no
4800,0.682451764,0.193418615,1.699257,39.3,12.45,54.25,10.6,9,1,6,2,no
4805,0.140226173,0.024148455,1.72558175,13.55,14.25,10.5,3.85,7,1,2,2,no
4809,0,0,1.9899075,5,0.525,0,0.525,8,1,0.75,2,no
4810,0.011137152,0.011229247,1.462253,16.1,5.6,1.25,2.3,8,1,2,2,no
4816,0.022011855,0.17938571,0.91124025,19.75,23.6,8,5.15,2,0,2.5,2,no
4818,0.002934534,0.057756162,1.80294,13,7.075,2,2.225,10,1,2.5,2,no
4819,0,0.00847618,1.4743755,10.65,7.9,0,1.875,4,1,2,2,no
4821,0.124972986,0.105097014,1.24197975,14.5,30.025,13.5,5.825,6,0,2.75,2,no
4822,0,0.099556655,1.246933,9.25,3.025,0.5,1.275,10,0,1.25,2,no
4823,0.18422166,0.153761774,1.72558175,20.25,4.675,15.75,4.1,7,1,4,2,no
4825,0.077941974,0.283371154,1.2988645,25.3,45.3,15.75,8.625,10,1,4.75,2,no
4827,0,0.018255197,1.55030175,3.45,4.575,2,1,7,1,1.5,2,no
4831,0.01031364,0.093294792,0.8955655,12.6,12.625,4.25,2.95,6,0,2.75,2,no
4832,0.219747661,0.115524763,0.97228775,27,16.85,17,6.075,2,0,5,2,no
4834,0.33127437,0.103846991,1.7102125,33.95,20.85,40,9.475,1,1,6,2,no
4836,0.041569896,0.049695327,1.21360575,12.1,13.275,8.25,3.375,6,1,2.5,2,no
4839,0.019977747,0.237341631,0.97228775,11.2,25.125,8,4.425,2,0,1.75,2,no
4840,0.170064998,0.205000693,1.2596575,14.65,35.9,16.5,6.7,10,0,2,2,no
4845,0,0,1.2988645,9,1.95,0,1.125,10,1,1.75,2,no
4849,0.004995336,0.109897743,1.5390425,16.55,6.75,1.75,2.5,6,1,1.5,2,no
4852,0.423712336,0.102373596,1.002732,25.8,20.05,40.75,8.65,6,0,4.75,2,no
4854,0.072690839,0.309524715,1.55829075,43.35,59.275,22.25,12.475,3,0,8,2,no
4856,0.095996715,0.329321038,1.7575845,23.3,24.1,5.75,5.35,9,0,5,2,no
4857,0.039201988,0.051792776,1.5390425,10.95,27.9,11,4.975,6,1,1.75,2,no
4858,0.269357818,0.212797137,2.2649475,14.25,15.1,19.75,4.9,3,0,3.5,2,no
4860,0.097666136,0.005781747,1.2988645,12.2,5.225,10.25,2.775,10,1,2,2,no
4861,0.139645951,0.068341815,1.09052675,9.3,22.55,29.75,6.175,2,1,2,2,no
4862,0.118086801,0.189534228,1.2010725,18.2,28.4,24,7.075,5,0,3,2,no
4868,0.222161612,0.108034968,1.19052375,24.35,34.55,16.25,7.5,9,1,5,2,no
4870,0.159601422,0.163822707,1.4132975,11.25,23.925,12.75,4.825,5,0,1.75,2,no
4872,0.113838308,0.035169038,1.18575375,17.1,13.9,10.5,4.15,9,1,2.25,2,no
4873,0.159863215,0.088029549,1.4132975,13.55,10.85,27.25,5.15,5,0,2,2,no
4879,0.054927327,0.082552966,0.71017825,15.1,22.075,4.75,4.2,8,1,2.75,2,no
4886,0.178364698,0.096713088,1.19052375,27.65,15.875,13.25,5.675,9,1,4.75,2,no
4888,0.031060513,0.025558954,1.23873375,24.55,4.675,11.5,4.075,9,1,3.75,2,no
4889,0.467628635,0.104891407,1.6286325,39.4,13.75,20,7.3,4,1,8.5,2,no
4893,0,0,1.10702,1.2,0.1,0,0.1,9,0,1,2,no
4894,0.191843601,0.126091967,0.98434525,22.25,16.4,12.25,5.075,10,0,4,2,no
4895,0.257551373,0.017244535,1.19052375,30.3,13.975,13,5.75,9,1,6.5,2,no
4906,0,0.003918945,1.2668345,11.85,4.8,0,1.675,2,1,1.75,2,no
4908,0.204528746,0.029759098,1.6286325,30.1,8.875,12.75,5.175,4,1,3.75,2,no
4911,0.822386183,0.197863691,0.98434525,33.9,13.875,63.25,11.125,10,0,7,2,no
4914,0.041579593,0,1.21326475,3.05,4.425,14.75,2.225,3,0,1.5,2,no
