@relation MID_gameweek_33

@attribute avg_xG numeric
@attribute avg_xA numeric
@attribute avg_xGC numeric
@attribute avg_I numeric
@attribute avg_C numeric
@attribute avg_T numeric
@attribute avg_ICT numeric
@attribute fixture_difficulty numeric
@attribute was_home numeric
@attribute form numeric
@attribute class {return,no}

@data
0.040173,0.033588,1.423624,4.65,10.3,11.75,2.675,5,1,2.25,?
0.040173,0.033588,1.423624,4.65,10.3,11.75,2.675,4,1,2.25,?
0.004632,0,1.423624,0.65,0.2,0.25,0.1,5,1,0.75,?
0.004632,0,1.423624,0.65,0.2,0.25,0.1,4,1,0.75,?
0.009442,0,2.26946,1.55,0.95,0.25,0.275,8,0,0.75,?
0.169613,0.030611,2.26946,19.75,7.675,21.75,4.925,8,0,3.5,?
0,0.057475,2.26946,3.15,13.525,0,1.675,8,0,1,?
0.170116,0.038542,2.26946,6.05,14.3,22.5,4.275,8,0,2.25,?
0.022209,0.048237,2.26946,12.05,7.8,6.5,2.625,8,0,4.25,?
0.002887,0.032049,2.26946,0.05,0.125,0.5,0.075,8,0,0.5,?
0.007867,0.136037,2.26946,13.95,9.825,1.5,2.525,8,0,2.75,?
0.029409,0.042634,2.26946,0.85,0.275,5.25,0.65,8,0,0.75,?
0.023684,0,2.002516,0,0,0,0,8,1,0,?
0.023684,0,2.002516,0,0,0,0,1,0,0,?
0.00479,0.198078,2.002516,8.45,13.9,2.25,2.425,8,1,1.5,?
0.00479,0.198078,2.002516,8.45,13.9,2.25,2.425,1,0,1.5,?
0.010063,0.071301,2.002516,1.8,3.75,2.25,0.775,8,1,0.25,?
0.010063,0.071301,2.002516,1.8,3.75,2.25,0.775,1,0,0.25,?
0.189928,0.05251,2.002516,22,17.225,21.25,6.075,8,1,3.25,?
0.189928,0.05251,2.002516,22,17.225,21.25,6.075,1,0,3.25,?
0.044916,0.139235,2.002516,20.95,46.825,4.5,7.25,8,1,4,?
0.044916,0.139235,2.002516,20.95,46.825,4.5,7.25,1,0,4,?
0.031559,0,2.002516,0,0.075,0,0,8,1,0.25,?
0.031559,0,2.002516,0,0.075,0,0,1,0,0.25,?
0.022236,0.016984,2.002516,0.95,0.375,0,0.125,8,1,0.5,?
0.022236,0.016984,2.002516,0.95,0.375,0,0.125,1,0,0.5,?
0.004463,0.011409,2.002516,3.95,1.675,2.75,0.825,8,1,0.75,?
0.004463,0.011409,2.002516,3.95,1.675,2.75,0.825,1,0,0.75,?
0.00458,0.005338,2.002516,0.1,0.2,1,0.125,8,1,0.25,?
0.00458,0.005338,2.002516,0.1,0.2,1,0.125,1,0,0.25,?
0.386728,0.012119,2.002516,17.6,7.175,46,7.075,8,1,4,?
0.386728,0.012119,2.002516,17.6,7.175,46,7.075,1,0,4,?
0.624801,0.334152,0.927987,61.35,29.3,41.75,13.25,6,1,12.75,?
0,0.087704,0.927987,6.7,3.15,0.5,1.025,6,1,1.75,?
0.053836,0.155353,0.927987,15.6,15.775,10,4.15,6,1,2.25,?
0.00427,0.004731,0.927987,0.8,0.25,0.25,0.125,6,1,0.25,?
0.107798,0.020531,0.927987,8.85,3,6.25,1.8,6,1,2.25,?
0.189275,0.383281,0.927987,29.6,30.825,29.25,8.975,6,1,6.5,?
0.014802,0.118178,0.927987,23.6,11.175,2.25,3.7,6,1,3.5,?
0.171732,0.11748,1.484863,12.8,22,9.75,4.475,4,1,1.5,?
0,0,1.484863,0,0,0,0,4,1,0,?
0.016802,0.019989,1.484863,2.55,0.325,0,0.275,4,1,0.75,?
0,0,1.484863,0,0,0,0,4,1,0.25,?
0.105699,0.112854,1.484863,2.7,5.85,2.25,1.075,4,1,1,?
0.072011,0.03256,1.484863,14.4,12.175,8.5,3.525,4,1,1.5,?
0.006791,0,1.484863,0.15,0.075,0,0.025,4,1,0.25,?
0.158076,0.077925,1.484863,11.55,4.6,15,3.125,4,1,2.75,?
0,0,1.484863,0.95,0.2,0,0.125,4,1,0.25,?
0.021319,0,1.484863,0.05,0.075,0,0.025,4,1,0.25,?
0.190292,0,1.528762,1.05,0.45,0,0.15,1,1,0.25,?
0.082295,0.003192,1.528762,10.9,2.85,7.25,2.05,1,1,2,?
0.100675,0.009982,1.528762,3.55,6.9,2.5,1.275,1,1,1,?
0.13557,0.277901,1.528762,24.65,15,21.75,6.125,1,1,5.5,?
0.240841,0.06214,1.528762,10.9,6.025,7,2.4,1,1,3.75,?
0.034778,0.006035,1.528762,19.6,7.45,2.5,2.95,1,1,2.5,?
0.023448,0.017242,1.528762,12.7,4.475,6.75,2.4,1,1,2,?
0.159058,0.156419,1.528762,16.75,16.8,13.5,4.7,1,1,3.25,?
0.036239,0.018775,1.528762,0.3,0.425,0,0.075,1,1,0.5,?
0.030804,0.030273,1.528762,0,0,0,0,1,1,0,?
0,0,1.528762,0,0,0,0,1,1,0,?
