@relation MID_gameweek_31

@attribute avg_xG numeric
@attribute avg_xA numeric
@attribute avg_xGC numeric
@attribute avg_I numeric
@attribute avg_C numeric
@attribute avg_T numeric
@attribute avg_ICT numeric
@attribute fixture_difficulty numeric
@attribute is_home numeric
@attribute form numeric
@attribute class {return,no}

@data
0.007885,0.004731,0.728259,0,0.025,0,0,2,1,0.25,?
0.123402,0.020531,0.728259,1.55,3.025,6.25,1.1,2,1,1,?
0.190868,0.523602,0.728259,20.45,29.875,29.75,8.025,2,1,5.75,?
0.031506,0.229111,0.728259,20.9,16.4,5.75,4.3,2,1,3.75,?
0.081759,0.159352,1.556617,25.3,27.25,10,6.25,10,0,3.25,?
0,0,1.556617,0,0,0,0,10,0,0,?
0.016802,0.029453,1.556617,5.05,6.075,4.25,1.525,10,0,1.75,?
0,0,1.556617,2.95,0.325,0,0.325,10,0,0.5,?
0.053587,0.332411,1.556617,1.95,5.675,4.75,1.25,10,0,0.75,?
0.070611,0.038622,1.556617,11.75,10.525,11.25,3.375,10,0,2,?
0.006791,0,1.556617,0.15,0.075,0,0.025,10,0,0.25,?
0.108348,0.099528,1.556617,11.15,3.85,9.25,2.425,10,0,2,?
0,0,1.556617,1.35,0.15,0,0.15,10,0,0.25,?
0.021319,0,1.556617,1.05,0.35,1.75,0.325,10,0,0.5,?
0.380584,0,1.670632,0.25,0.15,0,0.05,3,1,0.25,?
0.104824,0.003192,1.670632,10.9,2.85,6.75,2,3,1,1.75,?
0.131175,0.009982,1.670632,9.55,9.825,8,2.75,3,1,2,?
0.113663,0.207796,1.670632,22.55,10.625,15.75,4.875,3,1,5,?
0.007499,0.030582,1.670632,13.75,5.425,0.5,1.975,3,1,1.75,?
0.225278,0.163791,1.670632,23.1,12.225,15,5.05,3,1,4.25,?
0.217957,0.15499,1.670632,19.4,20.15,16.5,5.6,3,1,3.5,?
0.036239,0.03587,1.670632,0.85,2.725,6,0.95,3,1,1,?
0.030804,0.030273,1.670632,0,0,0,0,3,1,0,?
0,0,1.670632,0,0,0,0,3,1,0,?
0.005936,0.061426,1.563646,15,19.025,1.75,3.575,5,1,2.5,?
0.033517,0.022355,1.563646,4.3,4.15,7.75,1.625,5,1,1.25,?
0.128052,0.252649,1.563646,22.8,26.475,30.5,8,5,1,4.5,?
0.075563,0.121569,1.563646,16.55,7.175,13,3.65,5,1,3.25,?
0,0.239025,1.563646,0,0,0,0,5,1,0,?
