name,pos,avg_xG,avg_xA,avg_xGC,avg_I,avg_C,avg_T,avg_ICT,fixture_difficulty,is_home,form,class
Alex Oxlade-Chamberlain,MID,0.1843009777367115,0.07589603401720524,0.6947257499999999,0.0,0.0,0.0,0.0,8,0,0.0,?
Sadio Mané,MID,0.8244938999414444,0.1034350786358118,0.6947257499999999,34.2,25.025,48.5,10.8,8,0,7.5,?
Fabio Henrique Tavares,MID,0.5188983306288719,0.0050400602631270885,0.6947257499999999,6.75,4.75,2.5,1.4,8,0,2.0,?
Takumi Minamino,MID,0.1610434502363205,0.12278028577566147,0.6947257499999999,0.0,0.0,0.0,0.0,8,0,0.0,?
Naby Keita,MID,0.036635763477534056,0.043699732050299644,0.6947257499999999,4.3,7.125,4.75,1.625,8,0,2.25,?
Diogo Jota,MID,0.348649138584733,0.05772428307682276,0.6947257499999999,1.35,0.325,1.25,0.25,8,0,0.25,?
Curtis Jones,MID,0.06305371108464897,0.07150320149958134,0.6947257499999999,5.3,3.675,11.5,2.05,8,0,1.0,?
Harvey Elliott,MID,0.12020520120859146,0.10722877085208893,0.6947257499999999,0.0,0.0,0.0,0.0,8,0,0.0,?
Tyler Morton,MID,0.0,0.0,0.6947257499999999,0.0,0.0,0.0,0.0,8,0,0.0,?
Kaide Gordon,MID,0.4911211431026459,0.0,0.6947257499999999,0.0,0.0,0.0,0.0,8,0,0.0,?
Luis Díaz,MID,0.43947216123342514,0.21329449908807874,0.6947257499999999,14.0,16.975,40.5,7.175,8,0,3.5,?
Jack Grealish,MID,0.08499962277710438,0.36672771628946066,0.9022382499999999,5.1,18.65,21.0,4.475,1,0,1.0,?
Ilkay Gündogan,MID,0.2839098125696182,0.3618059465661645,0.9022382499999999,17.35,14.825,16.5,4.9,1,0,3.5,?
Kevin De Bruyne,MID,0.2985263429582119,0.33789482712745667,0.9022382499999999,37.15,44.65,39.5,12.125,1,0,6.5,?
Riyad Mahrez,MID,0.49754008278250694,0.0,0.9022382499999999,27.950000000000003,6.6499999999999995,47.5,8.225,1,0,6.0,?
Raheem Sterling,MID,0.7568108886480331,0.09924606047570705,0.9022382499999999,2.25,8.975000000000001,12.0,2.325,1,0,1.25,?
Bernardo Mota Veiga de Carvalho e Silva,MID,0.4314849339425564,0.1151094539090991,0.9022382499999999,16.55,31.599999999999998,43.75,9.200000000000001,1,0,4.25,?
Phil Foden,MID,0.538407701998949,0.013123550452291965,0.9022382499999999,12.250000000000002,13.425,42.0,6.7749999999999995,1,0,3.5,?
Rodrigo Hernandez,MID,0.05101823154836893,0.07766062207520008,0.9022382499999999,19.3,19.775,13.5,5.25,1,0,2.5,?
Fernando Luiz Rosa,MID,0.1952860075980425,0.18592448299750686,0.9022382499999999,0.0,0.0,0.0,0.0,1,0,0.0,?
Samuel Edozie,MID,FAIL,FAIL,FAIL,0.0,0.0,0.0,0.0,1,0,0.0,?
Romeo Lavia,MID,FAIL,FAIL,FAIL,0.0,0.0,0.0,0.0,1,0,0.0,?
James McAtee,MID,0.0443243607878685,0.0,0.9022382499999999,0.0,0.0,0.0,0.0,1,0,0.0,?
