name,pos,prediction,confidence_score
Alex Oxlade-Chamberlain,MID,1:no,0.997
Sadio Mané,MID,2:return,0.994
Fabio Henrique Tavares,MID,1:no,0.994
Mohamed Salah,MID,2:return,0.996
Takumi Minamino,MID,1:no,0.997
Diogo Jota,MID,1:no,0.992
Curtis Jones,MID,1:no,0.978
Harvey Elliott,MID,1:no,0.997
Tyler Morton,MID,1:no,1
Kaide Gordon,MID,1:no,0.996
Luis Díaz,MID,2:return,0.887
Jack Grealish,MID,1:no,0.878
Ilkay Gündogan,MID,2:return,0.665
Kevin De Bruyne,MID,2:return,0.996
Riyad Mahrez,MID,2:return,0.949
Raheem Sterling,MID,1:no,0.874
Bernardo Mota Veiga de Carvalho e Silva,MID,2:return,0.947
Phil Foden,MID,2:return,0.804
Rodrigo Hernandez,MID,1:no,0.814
Fernando Luiz Rosa,MID,1:no,0.998
James McAtee,MID,1:no,1
Nemanja Matic,MID,1:no,1
Paul Pogba,MID,1:no,0.871
Frederico Rodrigues de Paula Santos,MID,1:no,0.618
Jesse Lingard,MID,1:no,1
Bruno Miguel Borges Fernandes,MID,2:return,0.884
Marcus Rashford,MID,1:no,1
Scott McTominay,MID,1:no,0.999
Juan Mata,MID,1:no,1
Jadon Sancho,MID,2:return,0.952
Anthony Elanga,MID,1:no,0.745
Hannibal Mejbri,MID,1:no,1
Joseph Willock,MID,1:no,0.967
Jonjo Shelvey,MID,1:no,0.998
Ryan Fraser,MID,1:no,0.842
Jacob Murphy,MID,1:no,0.947
Miguel Almirón,MID,1:no,0.998
Sean Longstaff,MID,1:no,1
Billy Gilmour,MID,1:no,0.978
Lukas Rupp,MID,1:no,0.999
Kenny McLean,MID,1:no,0.915
Kieran Dowell,MID,1:no,1
Przemyslaw Placheta,MID,1:no,1
Milot Rashica,MID,1:no,0.964
Pierre Lees-Melou,MID,1:no,0.999
Christos Tzolis,MID,1:no,0.999
Mathias Normann,MID,1:no,1
Jonathan Rowe,MID,1:no,0.993
Theo Walcott,MID,1:no,1
Oriol Romeu Vidal,MID,1:no,0.956
Nathan Redmond,MID,1:no,1
Stuart Armstrong,MID,2:return,0.916
James Ward-Prowse,MID,1:no,0.787
Nathan Tella,MID,1:no,1
William Smallbone,MID,1:no,1
Ibrahima Diallo,MID,1:no,1
Moussa Djenepo,MID,1:no,1
Mohamed Elyounoussi,MID,2:return,0.515
Heung-Min Son,MID,2:return,0.991
Lucas Rodrigues Moura da Silva,MID,1:no,1
Pierre-Emile Højbjerg,MID,1:no,0.842
Harry Winks,MID,1:no,1
Steven Bergwijn,MID,1:no,0.997
Dejan Kulusevski,MID,2:return,0.986
Rodrigo Bentancur,MID,1:no,0.581
Moussa Sissoko,MID,1:no,0.829
Dan Gosling,MID,1:no,1
Tom Cleverley,MID,1:no,0.999
Ken Sema,MID,1:no,1
Ismaila Sarr,MID,1:no,0.999
Imrân Louza,MID,1:no,0.983
Oghenekaro Peter Etebo,MID,1:no,1
Juraj Kucka,MID,1:no,0.993
Edo Kayembe,MID,1:no,1
Samuel Kalu,MID,1:no,1
Mark Noble,MID,1:no,0.999
Andriy Yarmolenko,MID,1:no,0.99
Manuel Lanzini,MID,1:no,0.988
Saïd Benrahma,MID,1:no,0.654
Declan Rice,MID,1:no,0.998
Tomas Soucek,MID,1:no,0.504
Pablo Fornals,MID,1:no,0.531
Nikola Vlasic,MID,1:no,0.998
Alex Kral,MID,1:no,0.999
Sonny Perkins,MID,1:no,1
João Filipe Iria Santos Moutinho,MID,1:no,0.991
Leander Dendoncker,MID,1:no,0.998
Daniel Castelo Podence,MID,2:return,0.858
Francisco Machado Mota de Castro Trincão,MID,1:no,0.902
Luke Cundle,MID,1:no,1
Alexandre Lacazette,FWD,2:return,0.693
Edward Nketiah,FWD,1:no,0.998
Ollie Watkins,FWD,2:return,0.847
Danny Ings,FWD,2:return,0.769
Ivan Toney,FWD,2:return,0.898
Neal Maupay,FWD,1:no,0.925
Danny Welbeck,FWD,1:no,0.956
Jay Rodriguez,FWD,1:no,0.996
Jay Rodriguez,FWD,1:no,0.988
Ashley Barnes,FWD,1:no,0.999
Ashley Barnes,FWD,1:no,0.998
Lewis Richardson,FWD,1:no,0.999
Lewis Richardson,FWD,1:no,0.998
Wout Weghorst,FWD,1:no,0.991
Wout Weghorst,FWD,1:no,0.974
Timo Werner,FWD,1:no,0.988
Romelu Lukaku,FWD,1:no,0.998
Christian Benteke,FWD,1:no,0.999
Jordan Ayew,FWD,1:no,0.987
Jean-Philippe Mateta,FWD,2:return,0.519
Odsonne Edouard,FWD,1:no,0.995
Dominic Calvert-Lewin,FWD,1:no,0.987
Dominic Calvert-Lewin,FWD,1:no,0.98
Richarlison de Andrade,FWD,1:no,0.968
Richarlison de Andrade,FWD,1:no,0.951
Salomón Rondón,FWD,1:no,0.995
Salomón Rondón,FWD,1:no,0.993
Lewis Dobbin,FWD,1:no,0.999
Lewis Dobbin,FWD,1:no,0.998
Cenk Tosun,FWD,1:no,0.999
Cenk Tosun,FWD,1:no,0.998
Kelechi Iheanacho,FWD,1:no,0.973
Patson Daka,FWD,1:no,0.999
Rodrigo Moreno,FWD,2:return,0.586
Sam Greenwood,FWD,1:no,0.971
Joe Gelhardt,FWD,1:no,0.98
Roberto Firmino,FWD,1:no,0.996
Divock Origi,FWD,1:no,0.996
Gabriel Fernando de Jesus,FWD,1:no,0.998
Liam Delap,FWD,1:no,0.998
Edinson Cavani,FWD,1:no,0.99
Cristiano Ronaldo dos Santos Aveiro,FWD,2:return,0.932
Chris Wood,FWD,1:no,0.9
Dwight Gayle,FWD,1:no,0.998
Allan Saint-Maximin,FWD,1:no,0.992
Joelinton Cássio Apolinário de Lira,FWD,1:no,0.992
Teemu Pukki,FWD,2:return,0.898
Joshua Sargent,FWD,1:no,0.988
Che Adams,FWD,2:return,0.896
Armando Broja,FWD,1:no,0.845
Shane Long,FWD,1:no,0.995
Adam Armstrong,FWD,1:no,0.998
Harry Kane,FWD,2:return,0.932
Dane Scarlett,FWD,1:no,0.998
João Pedro Junqueira de Jesus,FWD,1:no,0.999
Emmanuel Dennis,FWD,1:no,0.91
Joshua King,FWD,1:no,0.995
Juan Camilo Hernández Suárez,FWD,2:return,0.546
Michail Antonio,FWD,1:no,0.799
Fabio Silva,FWD,1:no,0.99
Hee-Chan Hwang,FWD,1:no,0.98
