@relation DEF_gameweek_31

@attribute avg_xG numeric
@attribute avg_xA numeric
@attribute avg_xGC numeric
@attribute avg_I numeric
@attribute avg_C numeric
@attribute avg_T numeric
@attribute avg_ICT numeric
@attribute fixture_difficulty numeric
@attribute is_home numeric
@attribute form numeric
@attribute class {return,no}

@data
0.032228,0,2.639405,21.8,0.3,5.75,2.8,6,0,0.5,?
0.013233,0.014385,2.639405,5.7,3.325,10.75,1.975,6,0,0.25,?
0.027486,0,2.639405,1.9,0.05,1.75,0.375,6,0,0,?
0,0,2.639405,11.3,0.325,1,1.25,6,0,0.5,?
0,0.046818,2.639405,0,0,0,0,6,0,0,?
0,0.004591,2.639405,6.9,2.725,0,0.95,6,0,0.5,?
0,0.013529,1.346187,4.7,0.075,0.5,0.525,3,0,0.25,?
0.059907,0.139283,1.346187,13.55,16.2,15.75,4.525,3,0,3,?
0.135477,0.031059,1.346187,17.45,6.625,12.75,3.675,3,0,1.5,?
0.186581,0,1.346187,16.85,1.6,28.75,4.7,3,0,1.75,?
0.041493,0.033838,1.346187,0.6,2.725,1.75,0.475,3,0,-0.25,?
0.166365,0.352125,1.346187,15.1,17.225,5.5,3.8,3,0,2.25,?
0.012537,0.127526,1.346187,1.25,3.75,0.25,0.525,3,0,0,?
0.075872,0.245861,0.728259,20.6,19.525,20.75,6.1,2,1,5.75,?
0.246443,0,0.728259,19.95,0.6,13.25,3.4,2,1,3.5,?
0.00401,0,0.728259,11.85,2.725,2,1.7,2,1,3.75,?
0.016113,0,0.728259,2.15,0.125,1,0.325,2,1,0.25,?
0.239589,0.068687,0.728259,19.75,19.8,22.5,6.225,2,1,4.5,?
0,0,0.728259,0,0,0,0,2,1,0,?
0.048834,0.03687,0.728259,23.75,9.875,9.25,4.275,2,1,4.25,?
0.030357,0.072045,0.728259,1.6,5.9,1.5,0.9,2,1,0.5,?
0,0,1.556617,15.35,0.475,0,1.55,10,0,2,?
0,0.28223,1.556617,8.8,7.375,1,1.75,10,0,1.5,?
0.016323,0,1.556617,7.2,1.2,1.25,0.95,10,0,1.25,?
0,0,1.556617,0,0,0,0,10,0,0,?
0.025447,0.04386,1.556617,0,0,0,0,10,0,0,?
0.008098,0,1.556617,0,0,0,0,10,0,0,?
0.020478,0.013245,1.556617,19.85,7.35,2.25,2.95,10,0,2.25,?
0.0263,0,1.556617,14,0.2,6.25,2.05,10,0,2,?
0.054494,0,1.670632,24.35,0.75,9.75,3.475,3,1,2.75,?
0.018824,0.054399,1.670632,13.95,15.2,2.25,3.15,3,1,2.75,?
0.17837,0.086816,1.670632,24.4,2.975,7.25,3.45,3,1,3,?
0,0.013394,1.670632,0.45,0.225,0.5,0.125,3,1,0.25,?
0,0.185061,1.670632,1.45,1.475,0,0.3,3,1,0,?
0,0.072958,1.670632,0.5,0,0,0.05,3,1,0.5,?
0,0.074832,1.670632,13.7,9.875,2,2.55,3,1,2.75,?
0,0,1.670632,0,0,0,0,3,1,0,?
0,0,1.563646,7.15,0.475,0.5,0.825,5,1,1.5,?
0.057817,0,1.563646,21.75,1.075,7.25,3.025,5,1,5.5,?
0,0.005235,1.563646,18.1,4.525,2,2.5,5,1,3.25,?
0.019997,0.132892,1.563646,10.9,9.55,9.75,3.025,5,1,2,?
0.135277,0.079217,1.563646,20.65,22.85,16.75,6.025,5,1,5.25,?
0.017973,0,1.563646,5,0.975,1,0.7,5,1,2.25,?
0.015678,0.055044,1.563646,4.15,9.65,3.5,1.75,5,1,2.5,?
0,0,1.563646,0,0,0,0,5,1,0,?
